ClientID,Business_Size,Sales_M1,Sales_M2,Sales_M3,Sales_M4,Sales_M5,Sales_M6,Sales_M7,Sales_M8,Sales_M9,Sales_M10,Sales_M11,Sales_M12,Purchases_M1,Purchases_M2,Purchases_M3,Purchases_M4,Purchases_M5,Purchases_M6,Purchases_M7,Purchases_M8,Purchases_M9,Purchases_M10,Purchases_M11,Purchases_M12,Decl_Sales_M1,Decl_Sales_M2,Decl_Sales_M3,Decl_Sales_M4,Decl_Sales_M5,Decl_Sales_M6,Decl_Sales_M7,Decl_Sales_M8,Decl_Sales_M9,Decl_Sales_M10,Decl_Sales_M11,Decl_Sales_M12,Decl_Purchases_M1,Decl_Purchases_M2,Decl_Purchases_M3,Decl_Purchases_M4,Decl_Purchases_M5,Decl_Purchases_M6,Decl_Purchases_M7,Decl_Purchases_M8,Decl_Purchases_M9,Decl_Purchases_M10,Decl_Purchases_M11,Decl_Purchases_M12,CreditGrade
C1866,small,698877,648581,567436,642056,974069,621025,1062026,996010,1105887,747070,954210,598813,538102,531381,463793,610097,756014,557307,933029,970552,900709,588168,848400,545553,523543,489103,457870,451725,720091,512164,827547,732513,903589,581568,781330,495404,428399,388768,334173,506739,559011,428587,745189,721985,645351,482056,663954,412965,D
C1867,micro,102193,217240,124641,157881,157758,109364,117761,68191,266951,145994,101843,115742,92206,179563,99376,120187,153385,85758,109824,51967,215064,131765,86055,112692,81056,158696,102360,115605,132289,92730,88733,49480,217623,114321,80737,88909,74338,126565,76058,101295,112577,61888,80749,42309,179186,97093,65753,79316,D
C1868,small,1074033,1293748,1536749,258552,759505,1722753,978553,2071587,1447910,2314179,665381,1653016,955037,1129012,1354077,246881,616007,1704145,975492,1943300,1387053,1927012,655039,1511168,884345,947207,1267464,214512,624543,1255377,785767,1460304,1159118,1785461,487147,1379634,677141,793854,1110666,182899,516962,1379576,732812,1454784,1048748,1448873,545647,1169315,D
C1869,micro,52647,218688,215569,294129,213120,132445,294842,144729,335212,82940,226639,196318,39928,195313,188610,242757,189037,104483,292723,119844,325276,82500,201275,154448,44051,166310,158636,244574,156797,110822,232427,109970,236741,65280,165232,145804,31852,142474,132962,193785,159290,86296,241093,95056,236022,61995,145219,123566,D
C1870,micro,251646,89193,214299,231094,201129,128255,238912,116455,143891,391959,251432,149355,199930,84127,189743,176382,196609,111640,233007,109362,143840,382290,191926,113226,212058,65367,156447,176275,152903,95475,191177,93193,111235,322656,185198,126308,144121,59250,157510,138225,165070,89457,187492,89106,103168,319598,143620,87983,D
C1871,small,1352339,657309,641589,836330,795099,1226839,663968,1116233,818827,918814,335037,1238766,1047338,606233,553590,698469,785287,1085196,523270,940090,619159,706425,307317,970891,994280,545662,509440,632729,576703,900081,554164,821240,585650,769153,276297,877726,763620,477231,403412,504507,662829,876847,432472,730304,448152,571585,223655,770952,D
C1872,micro,167587,264207,333207,328818,216758,351871,187893,277586,298923,354901,490044,139260,129953,200542,295237,323076,195715,339085,151796,267644,277740,324749,397846,105189,141922,210377,267701,279234,174921,255498,132304,208009,234389,271674,360859,114954,93824,150200,207962,246030,155904,288152,120224,220489,202173,231536,291192,78012,D
C1873,micro,78258,37143,48735,30082,50243,110274,30187,47251,40932,39173,61208,41707,75413,31239,41572,26657,46939,86609,30023,45818,39627,36720,52033,34402,62574,27757,41186,23261,39301,90657,23864,35841,32913,32396,48900,33501,55310,22503,29584,20883,38797,61288,23131,36380,31588,30678,41850,28202,D
C1874,small,1541452,1296935,1372564,1789685,1428651,946988,1421732,563362,1159293,1091014,1390284,1539908,1274988,1021568,1315344,1458913,1206776,736872,1217769,519709,991684,938174,1116406,1369617,1201390,1002563,1086021,1356483,1154731,682314,1020118,457315,887233,916801,1063960,1219971,1066613,783373,939437,1209365,858290,517906,961572,367165,835211,766143,803749,1144146,D
C1875,micro,90866,85370,34898,70315,96958,106606,91757,147479,126955,99934,57469,6003,90784,71964,32691,53164,88141,82177,86711,140508,114197,88614,45964,5425,63767,61332,27141,59482,75104,79824,66028,105250,101279,77498,42643,4528,63666,58791,24155,37778,64760,61463,63911,98550,94702,62834,32809,4606,D
C1876,micro,194881,131899,188025,128380,336580,268907,274858,172023,169639,345991,420518,142987,187298,114170,184536,103397,265676,252045,269363,145073,134455,278850,389426,107961,162376,97111,145229,95265,251720,204725,204234,134068,128633,265905,349884,111760,141889,81339,147148,78278,194596,203024,202594,115988,108557,215231,300318,77890,D
C1877,micro,28277,58945,121163,96479,65419,63317,105827,103169,172492,71630,84717,94510,22578,45849,96802,77586,53679,54247,92611,78068,150322,54455,80596,87954,20161,46682,97465,69227,53160,48371,85253,81211,134321,55837,69975,72134,17712,38207,70092,55042,41864,45155,73306,64784,120169,40730,58975,70778,D
C1878,micro,86686,22156,34891,123173,104462,90291,142182,179360,79846,123186,46109,170981,68042,19322,31518,121907,101256,83365,133371,160651,72441,95592,42894,148294,66063,16781,28585,97835,83361,73073,100578,141804,57311,91494,35252,137704,54522,16402,22220,96119,79094,65507,97663,132976,51207,77386,32983,117064,D
C1879,small,2418444,1816531,3014153,1433074,1330214,724187,2010413,2539825,2656272,558213,2435628,1445098,1821794,1560038,2590627,1217026,1292683,691780,2006645,2025732,2600075,527511,2111610,1384177,2005172,1412523,2555688,1148967,1051394,580972,1663314,1994439,2131771,450951,2065246,1071489,1396161,1153135,2087341,943170,1073014,526171,1690650,1538527,1859170,404776,1507058,1138688,D
C1880,micro,229643,199207,276122,91632,266433,244163,262445,52593,289998,192578,178149,80110,219573,188998,232809,86143,228306,200777,246944,48878,282046,145231,147039,61267,168940,166914,216412,72810,190068,198646,212620,38321,211172,157404,141774,57114,160532,154643,174717,68479,160391,164465,206528,35629,236799,104220,121885,46495,D
C1881,micro,281879,278305,281635,445579,611914,396385,529522,447500,383076,365602,518898,322579,217226,265878,258157,348234,499552,346726,445950,431703,349363,348845,501621,273361,209489,215394,231162,321398,515835,320030,448401,362990,277874,266223,423090,253172,173361,197388,191934,259374,366573,259300,360117,343262,260387,261531,391185,191671,D
C1882,small,1341719,1458348,684349,1099193,1880782,2414989,999555,1494161,2646988,2135967,1982415,2277242,1211221,1403487,645588,1092671,1504739,2259119,869762,1135179,2083989,1891548,1982176,2037230,1052703,1087689,526420,849949,1366192,1706178,801664,1156411,1929959,1768971,1420200,1857650,989278,1174860,517878,816404,1195109,1780533,699790,816281,1729104,1354259,1479275,1433162,D
C1883,micro,186925,107290,68245,212588,139881,101511,176629,79880,182889,98680,71195,102369,151244,87827,54749,201815,137698,90511,137720,60333,162979,80673,60328,101763,143209,88968,49262,179059,98682,81625,124444,58131,140483,69177,56679,82909,116858,63932,42124,163128,107953,65335,108385,49177,131669,68028,43004,84929,D
C1884,micro,656969,652452,538431,258425,393597,742766,596077,579512,594671,99601,254934,136801,496363,576271,502150,248581,383958,586356,495129,491221,471102,90900,226221,124931,554025,522940,436631,192868,315316,571418,475353,421301,426199,74000,205776,99674,378293,487432,402449,206998,315525,494037,376266,355527,373360,73251,178748,94933,D
C1885,micro,286626,391506,250377,204782,306264,164190,371404,325508,512666,367677,180993,173664,217466,351116,249000,169052,250665,149258,351886,252937,478497,323780,141514,169975,218216,322729,184969,172932,233340,136613,286419,253415,371295,274360,134541,145025,175371,285498,188557,132015,181811,122150,265519,199440,384726,245008,118831,124631,D
C1886,small,1154191,1388456,927180,1004439,2599859,936612,1323784,1265807,577594,1376803,1545816,1472554,1061078,1095101,880674,840740,2391965,819964,1293081,1051942,526355,1288877,1267495,1213000,819914,1085872,676503,717271,2208537,670331,1090923,1034926,467557,1051215,1114474,1211242,745690,860610,718443,676357,1701022,584398,915365,754915,434312,1058998,1002409,979273,D
C1887,small,1750130,3058342,1442766,893670,3121784,1305525,586573,710864,1532775,927958,1009681,755326,1399005,2469822,1438915,827421,2654512,1284848,453704,533323,1151337,699201,939632,676811,1409624,2514881,1020928,739516,2531677,1055416,477970,505202,1151886,668904,808995,585388,1016208,1729084,1062502,634904,2139706,939710,361145,432990,842449,552411,708779,495477,D
C1888,micro,544420,383787,783721,601903,527242,432553,230523,380445,105808,678151,554056,580717,506897,304685,747080,539578,410578,384729,213746,297595,90712,603093,546770,514122,406171,318060,610616,433008,382346,359962,170097,310387,79639,521218,457298,432120,428279,238489,552926,395883,333302,298971,161024,238499,66624,477687,383859,367003,D
C1889,micro,188080,259345,176486,464378,197936,255436,389096,209133,333037,260932,423690,-148832,164208,221980,159738,417927,158318,200165,302215,165269,286215,241939,318970,-146420,158952,209007,144781,339475,156752,186895,319205,152035,244768,208569,310884,-116944,137912,169854,117183,332167,133546,155606,253584,123921,233196,173540,242081,-112049,D
C1890,micro,348094,468979,268268,323276,194614,476901,326587,241438,110348,218801,369494,304266,301027,392000,219975,258250,153907,359583,266782,201498,101289,188813,305487,237672,255304,354939,211092,273182,145842,396753,277224,169048,91590,181099,272027,238229,234953,300302,174477,218120,109357,285318,217902,145460,78976,138877,253077,187424,D
C1891,micro,414307,401029,797696,25785,419183,605750,488377,592977,360625,376677,736757,310868,339515,346978,645892,24893,380951,573877,458603,450599,313272,301420,697476,278319,321896,327413,576855,18843,350295,479723,374320,448356,253189,292183,553325,223396,257085,248963,454623,20868,280652,484025,376499,342923,230854,213223,592512,208928,D
C1892,micro,177485,303074,168745,140201,229830,174888,214276,142333,148954,237965,247383,73333,162460,260580,128119,121888,205912,153343,203980,119438,147615,191534,187978,72465,133715,220307,142143,112070,162133,134530,181363,105933,126082,174816,175183,58500,127650,191491,101220,98175,174963,122899,146799,99011,109582,137349,140274,57535,D
C1893,micro,218551,348566,314449,170406,331904,168611,254653,293160,240551,166302,276419,263729,194622,346929,288296,166156,265300,127114,225995,277142,198455,161695,248703,225010,162772,286560,257919,133234,247160,138346,182610,220987,203157,135524,211187,193235,156513,243945,234836,133120,221443,89935,172049,211267,140685,136965,181789,180696,D
C1894,micro,429599,339332,416000,391740,151863,163065,467567,403052,121478,317184,87816,133127,389265,263634,371075,349255,143544,149382,383739,328472,120576,283262,77590,106657,344963,249769,328183,279552,106562,136505,394234,332382,96697,260314,64303,106105,273485,209303,270089,246479,115778,112034,276928,250732,100064,214505,60349,86120,D
C1895,small,1542120,926933,1844298,1146228,2418647,2899077,2353571,1282855,1002604,824180,1061576,350455,1485486,850668,1777195,1082134,2390628,2299496,2148626,1231231,784279,696873,909941,291630,1136029,678398,1469786,812909,1814148,2376742,1824618,974471,788652,627106,800798,263435,1094202,722674,1416664,776380,1938771,1778112,1697070,1046085,645700,579895,739293,221471,D
C1896,micro,99797,24511,50672,44309,101010,95096,61956,100777,82042,65006,70640,102011,79668,23733,45291,37195,89770,86131,60438,91032,61603,53801,56676,82282,70955,18482,39535,37181,83134,79310,52463,73226,64166,49153,50895,72189,67108,17301,34712,31553,74303,73175,44688,76384,47818,42616,46812,61672,D
C1897,medium,4854949,2444596,2846389,4146983,3996242,2733188,4857612,3216652,3668630,3792045,1902331,5835235,4670037,2398714,2146490,3383718,3797446,2125905,4227686,2700033,3537672,3043946,1599958,5114722,3812585,2012626,2415909,3403912,3265647,2141949,3713652,2572143,3053296,2718836,1473017,4670903,3467534,1806888,1771482,2510534,2711598,1594769,2998948,2272502,2718650,2428728,1238872,3732019,D
C1898,micro,575028,495063,489312,515059,318980,242758,362424,241127,393110,529019,181102,517816,461472,449402,459660,439163,264080,229587,330087,223028,384344,511957,179186,514267,424405,403404,346549,412395,264033,171098,305272,188857,283085,381301,129091,408288,327551,346236,365198,343497,221379,177700,237798,157312,319468,403631,145357,433046,D
C1899,micro,155060,158180,16656,229603,98115,191484,236099,167999,158686,164521,227588,195694,123332,121242,15642,223436,73859,187416,182012,140798,158344,160757,171105,162132,116605,122437,11754,170830,70187,144216,187636,140095,112351,137598,189871,148402,89093,87158,12601,181572,52211,136188,134349,109556,116733,134343,143568,127416,D
C1900,micro,167112,272367,310771,347747,221348,330879,542058,416645,469393,612968,210222,330135,132189,249024,244459,319681,192254,313083,521946,400768,401351,491893,173295,297184,122495,228450,229416,294353,164198,252763,450016,319114,343986,469183,168762,264821,95310,177197,182182,256886,139654,239720,382637,281908,283590,367403,138050,214370,D
C1901,micro,105266,349268,88107,471491,246249,133564,214102,117216,320650,236042,203461,244534,100889,326949,70400,417186,226698,107260,194696,97022,315707,182024,183453,208344,74194,253351,69118,400327,182131,106323,155816,89833,240359,172923,165456,175047,74473,251974,59414,323705,189465,75465,157061,80165,239591,153261,144050,154166,D
C1902,micro,106557,309131,189535,128154,294489,330875,334975,269501,323276,262631,436310,459929,97952,294699,176954,114213,282192,297252,285106,262204,255365,260535,407888,402849,75558,244987,148543,97800,209534,244479,272394,209538,253736,208321,359766,368330,78698,222909,143013,84278,198173,208337,222222,184018,203540,204603,289294,286069,D
C1903,small,1123531,-82419,332652,949893,1485580,718976,657071,591412,1019418,297641,576926,630147,1054837,-64092,268017,765873,1254740,696258,593739,505960,846178,283124,547426,571380,801295,-60415,238554,746237,1135134,569321,557606,430855,792198,217810,424478,502034,819777,-50492,217475,634925,993151,502574,474513,422333,712001,214251,432134,453802,D
C1904,micro,421322,610403,550553,468190,455755,670129,419992,357283,598145,560231,713500,316911,386886,458282,500435,435089,439739,650553,370871,303079,523299,434126,559539,259500,305852,451632,393323,357886,365192,553799,306925,277486,431634,404204,526713,235535,288176,381503,400094,342857,362499,456196,290817,248023,381590,352159,458082,194230,D
C1905,micro,97412,168436,122166,17982,182933,130878,160399,195507,137481,111183,126326,118918,87466,138270,121145,14242,152934,99272,128233,171938,123092,90134,103826,96099,79743,120263,90832,14884,146487,92535,117039,163940,107911,89781,95678,92423,64692,109396,102685,11338,119737,70505,99139,145517,93205,73358,84946,70410,D
C1906,micro,307432,464620,642441,543446,621572,559623,189455,491579,445688,399737,926525,398127,239710,373352,547108,479323,614403,463285,153547,402442,427589,346243,753813,336256,232995,350660,491880,390510,454382,473746,137163,394487,372315,331780,742934,308693,197176,290327,454243,405370,473459,368710,126167,314220,343716,256148,555396,281985,D
C1907,micro,258562,498209,266458,296354,242630,367340,358773,268199,252002,71760,486440,434413,199979,412325,217209,285121,214302,310668,337256,258521,201436,69686,450239,343231,201493,362443,191068,247080,177735,275826,254213,203304,213173,60391,403489,361262,144797,326081,155198,239297,163830,236621,246433,218683,141450,55388,379150,247430,D
C1908,micro,525659,288357,478790,460136,300597,578744,562164,493416,541795,330850,391622,369682,512589,280819,420136,437038,229051,450830,501388,432839,470231,315381,340198,295201,424286,225464,376427,336533,239565,440479,409784,350107,416417,281014,287833,299393,397004,209199,347156,325282,179684,325172,406692,363389,340608,230463,257777,223456,D
C1909,micro,113244,193389,91946,23333,136538,147806,107651,116535,102350,63460,86463,46464,85513,192670,75031,18377,117105,129961,89835,95914,86834,52513,75994,45910,84398,139031,67309,17253,101814,111700,83191,84064,84061,52554,72708,32814,71424,160471,61732,14927,86295,95406,63432,80976,61395,37986,62778,35050,D
C1910,micro,115110,108201,181431,42889,240204,26661,115993,100721,142106,146498,217411,208155,94794,103285,143549,40882,192733,23348,87698,83632,135473,129414,192256,160563,82120,81298,145421,32162,196714,22434,84300,80993,115639,115059,178972,161130,66911,86512,106073,31524,153398,19586,69535,67522,104377,105804,141002,131568,D
C1911,micro,107119,454115,320752,327776,176122,425034,433951,101835,372034,435163,524001,441866,84312,409228,298084,321886,166205,420117,394677,78954,322669,429402,426422,433464,78845,381578,263375,268559,138050,342425,334149,79410,282958,365255,367863,374337,62377,314855,212626,265539,136606,328526,312545,61395,254688,318452,340046,313690,D
C1912,micro,218773,140001,96617,184965,142621,66520,148936,114616,160895,94541,26294,85370,214372,120114,91195,145862,118579,65182,114079,109462,157543,93376,24091,74416,163686,104190,82039,145235,109651,55975,121821,84914,128331,77855,22114,59842,154284,101900,65886,104318,90825,54026,87308,92349,111324,74400,18729,56644,D
C1913,micro,343304,191151,74955,279403,192942,269491,365600,164084,54978,263549,382400,24994,270826,161235,57699,252491,149576,256914,280796,142991,51805,218907,355697,21470,258337,145688,58670,207691,135263,219910,291471,126847,43491,187146,286928,18238,208177,116589,40789,197192,123622,205386,236035,101558,36410,171707,270129,15932,D
C1914,micro,70187,76666,80379,90742,80295,76870,38801,52851,55038,69253,87247,15515,53719,75542,61211,81839,73338,76151,35289,44529,44669,64725,76085,12618,53549,57703,61687,68343,58687,58150,29527,39483,44260,48671,73518,12549,40468,53892,46683,65988,52757,56059,29956,33756,36909,54831,54011,8916,D
C1915,micro,433626,279785,55294,145353,203654,152780,149731,277806,276282,212966,115097,319806,394080,242580,50592,113379,193033,148425,146001,247003,264657,184799,104503,291814,350359,209379,43260,110164,151052,120696,110445,200612,214039,175821,95160,253106,306311,193622,38673,89031,155439,112851,109104,209569,210267,132065,85550,219640,D
C1916,micro,105948,126316,142874,69760,158181,143137,1484,98783,85019,76200,153354,180546,95017,102402,107560,63708,120463,115529,1188,97019,82368,66287,140380,135854,74438,97294,102572,59151,133408,106477,1253,76013,70585,64705,111326,139088,76531,74922,80465,53347,94214,96308,875,70742,69225,50668,98739,110387,D
C1917,micro,158358,206148,168949,127372,56297,94706,168685,150785,121899,128444,128509,47756,131436,185789,149355,101502,44654,82906,151305,138318,112128,124297,106220,42151,133867,167271,131608,92318,42044,78839,138765,116446,90766,101311,99409,39836,102911,137070,113358,85045,35197,69140,118476,100018,81883,94730,86007,30997,D
C1918,micro,99136,145451,183226,174711,173097,183490,282640,277324,67092,182087,149373,170614,75634,120269,144715,154133,136758,175208,222691,273243,57665,147216,121647,165272,72507,116510,155000,137173,136983,151931,203271,224872,54032,137280,118070,133269,57775,88621,102375,121689,111737,125623,171905,191674,41880,124563,99567,125115,D
C1919,micro,215364,429143,278073,291944,409800,419928,323146,451057,250661,321223,96730,181528,186756,395148,257173,241984,352916,349567,273721,429240,230099,249021,85399,179882,168464,352438,199385,227185,328093,334327,270207,336696,178593,266673,73032,137327,153670,301806,181087,203583,262546,288500,192632,349637,162275,208973,69139,152123,D
C1920,micro,160249,11690,218227,72038,228189,192809,124535,197537,192742,106173,257216,242831,120908,9844,177802,68842,215220,166622,100260,172098,148902,82281,192973,196870,118660,9820,176837,57993,179155,146128,95296,165653,138225,89293,196383,206017,94711,7387,140959,58107,155520,120623,78106,139176,105996,59990,143862,145221,D
C1921,micro,598977,495663,597701,361488,723782,427808,396127,401686,457669,586913,304268,575679,501388,381867,523164,317248,704513,390283,331368,385431,436954,544460,263035,439703,433161,358995,434406,270727,561467,308052,312692,313753,342588,476697,236664,425843,362097,284924,407303,257776,530649,327443,243143,282567,348154,443326,194199,317832,D
C1922,small,562093,119888,537295,627158,379291,282514,822216,524086,545820,255626,334663,630903,436881,96659,523752,530551,287062,248358,762274,410752,444635,214366,318325,608212,475463,96198,429819,444057,289419,238500,654249,423950,439954,210231,258760,447959,321656,80771,378231,385024,231267,203930,554957,338591,329926,180066,223315,479096,D
C1923,micro,133373,361265,205814,163847,326166,280526,254786,235915,160542,266442,169190,160177,111285,329468,187260,160217,313579,237915,205953,216798,149601,202730,154800,159478,108824,273976,155599,136200,263368,225105,187595,180794,112709,199024,136481,116722,93061,234510,142477,128963,232214,179115,166298,178511,116961,160309,121981,118130,D
C1924,micro,104905,39355,13611,93519,57625,91907,26592,115202,2846,29235,67672,49338,100180,31735,13201,90993,49925,90490,20252,99258,2644,22575,64529,46017,85125,31629,9805,65832,40753,67170,20458,91921,2316,24394,52269,40922,73478,24868,11096,64706,41109,65900,16205,78349,2058,16502,51652,38205,D
C1925,small,1747643,2101388,755532,1362065,1084288,2477803,1881234,2178844,2689059,2404704,1705013,1760241,1522466,1895077,658126,1194500,1021866,1950797,1468698,1639561,2673237,2021958,1511137,1526068,1416390,1771092,637400,1052744,802370,1977579,1429052,1616853,2099686,1920784,1211645,1471782,1153702,1460357,466176,978495,868485,1471250,1120839,1192966,2206354,1488782,1143993,1094267,D
C1926,micro,104660,262085,167890,220204,224716,109252,184646,137224,306436,131027,196601,207403,88591,206526,152958,191428,210220,90716,145310,133082,266482,105356,175934,160917,88776,215442,121439,183598,187117,78436,145920,114967,225160,94284,161077,148270,63768,153392,125776,160315,160961,71567,102573,93597,197160,76328,142577,135772,D
C1927,micro,168242,497474,314495,306595,331205,206755,203703,192870,446528,411204,522730,323426,141836,381227,252524,261932,320253,174910,167828,177041,383304,358164,427940,250250,137264,352411,249371,249129,275138,154018,163839,139471,325987,317002,414377,245167,104323,311573,192260,195355,271876,144933,137644,130273,299386,272060,310563,197296,D
C1928,small,621944,959548,790248,491349,741627,370106,885211,562533,879636,529171,845362,984992,490366,845488,678779,467616,739847,318242,859758,505491,850197,487591,799003,854788,498618,753915,655312,345892,581116,261663,734841,438683,692843,396854,634088,693516,382149,667588,478509,334864,622234,223156,611130,362196,701553,375216,650750,660310,D
C1929,micro,145658,60372,184367,168757,176561,78002,67107,210297,238177,148486,121540,86487,136819,58780,174354,155445,165784,72882,57294,157904,233429,120210,101233,82819,116116,44230,136035,143107,132674,65061,55658,170779,167395,109239,95157,67046,105871,49856,124703,123175,120253,51732,48520,120643,176674,84464,85878,58274,D
C1930,micro,308294,280673,314952,225917,64077,179696,165895,232387,265277,106119,153984,251454,296052,277207,245009,195006,56762,164918,133762,225089,256755,97871,119479,189360,248010,228110,251500,180943,53339,128709,122068,188773,206576,89309,111081,181267,215810,226931,201570,164300,47885,125413,99724,173876,199605,76385,98813,157244,D
C1931,micro,340701,319568,340679,310340,178442,274372,269034,440234,335280,496597,-2759,527118,307993,251384,333165,281577,136182,207274,204149,403819,331749,434848,-2127,413155,284677,265864,254423,250175,148021,195261,207592,308974,272601,374091,-2300,388875,227791,191161,258466,210959,98370,147056,153311,337444,270310,338519,-1586,315889,D
C1932,micro,134075,29968,160006,146726,108503,67918,78434,91748,168402,187827,290567,242773,107216,25235,153842,129161,87105,61092,61355,76071,159150,148491,289336,186511,97971,24926,117621,105807,77479,49667,63861,73900,132921,159421,223090,198469,88703,20815,119444,102663,71692,49215,46338,63792,133518,108756,225263,134167,D
C1933,micro,113707,148369,83571,238039,113177,723,170302,98286,25307,159877,113431,129867,104623,125777,81503,199616,101620,632,135035,77937,25138,130212,89034,110646,82032,110627,69954,173371,91755,529,134244,83083,18835,125034,94524,98314,77282,98899,64918,167900,79336,516,105762,59834,21171,100424,62923,79852,D
C1934,micro,79389,110218,67138,131021,83675,99436,63543,191574,86841,32495,133173,171103,63569,96332,54330,118030,62790,87821,56329,161733,84073,31644,129128,145942,56239,84058,53163,99334,58617,77006,51939,151643,69016,24676,108383,125178,48968,68599,42964,84142,49419,66036,46209,135004,66914,23516,101361,106872,D
C1935,micro,77851,247768,371063,191850,194792,187886,20155,216384,290043,137262,31645,299545,67296,245193,344135,156673,190124,159707,18914,169770,276137,135081,27483,292266,58708,208257,270001,152511,146550,156301,15593,170582,214712,113635,24383,233175,54140,203697,280127,124653,147259,118209,14362,130595,208737,99580,22226,229223,D
C1936,micro,84521,295346,68273,217126,17651,239817,84993,123318,419357,249643,131987,237855,76029,261699,59587,192920,16073,225894,77178,121922,351853,249160,111973,218213,68301,210509,55294,180833,12760,202855,70843,90166,330311,199584,110905,199266,64114,191297,42565,161226,12973,177250,56004,88712,260201,188003,79244,183701,D
C1937,small,1641604,1163290,1233172,929870,1139611,107276,559860,1066953,1815793,424634,1168321,1090558,1350916,966806,1124094,760991,1087530,95390,525457,893559,1566398,404777,1152433,1076785,1321513,976669,1022275,748845,930132,79493,430372,902657,1393765,347978,929413,772451,1112267,776239,838793,614716,766671,66794,388138,710173,1307652,309840,925978,781781,D
C1938,micro,327040,196657,306248,302206,269486,188874,246075,260966,144904,141816,247384,162332,288828,189519,277035,290583,246089,153618,244280,204712,108847,110899,198779,147958,241061,141640,235472,238495,202071,142005,205240,207111,122442,99583,186023,121943,234635,138676,213771,203724,193719,128755,187958,170290,83034,89400,156181,115167,D
C1939,medium,3686223,4114419,4783670,3826610,3485740,1875412,3643406,3370549,4238109,3895677,2352216,4791548,2794656,3881299,4683894,3396697,2876923,1743677,2906336,2742666,4146840,3276205,1940762,4180235,2753240,3197290,3374669,3028679,2917589,1448135,2883666,2737285,3474779,3157413,1973982,3779986,1990553,3275543,3954232,2550662,2329041,1274863,2238950,2107921,3050715,2761990,1535713,3088502,D
C1940,micro,219300,74414,157460,213710,201179,112095,227733,92872,132877,143531,191780,213101,210267,61272,147783,185631,173388,108536,212523,86853,106376,113276,148325,203221,164095,59586,121871,166674,147581,78986,182943,78591,104035,109330,149826,154972,177291,50041,117558,137673,145980,87895,158501,62662,78137,81600,113562,151967,D
C1941,micro,83021,176347,168780,146056,167339,227268,255019,71431,276627,229785,423674,142896,65152,161356,143742,145276,147225,209830,225374,60108,237415,198366,417607,118133,61919,125362,127026,107854,123856,188887,185737,57929,207713,186405,317525,115244,47017,116880,110646,108761,107249,162645,179214,45200,167642,142867,322194,91578,D
C1942,micro,67138,103699,214699,130105,76971,91224,90258,139310,114385,167339,110495,138966,54067,99592,178729,124814,75611,73385,88963,115133,106371,141141,91993,110207,47195,84245,177876,101075,56035,71890,76632,101926,95226,128208,78805,102386,39993,82880,132978,105305,53040,57076,67799,91805,75614,112967,65270,88187,D
C1943,micro,649025,307151,305326,417502,534182,131162,395919,227591,398906,194997,580499,334795,548039,292581,262262,328276,410928,111354,367405,220866,299918,172023,574605,299022,458028,253568,223719,329638,376996,95881,312591,191792,314703,143839,468571,277520,388217,236119,186188,245043,338759,82030,278573,170321,233316,121234,482428,214088,D
C1944,micro,373159,661046,283475,461785,306384,546910,215690,717388,386487,488113,711123,611880,313371,594013,265218,352861,237593,432686,180605,551460,318031,411662,697132,541369,276139,515941,209500,378182,257728,387262,160731,534007,315671,393043,584149,504521,237911,475038,197783,276002,172675,346645,130686,418884,244403,332322,517027,428511,D
C1945,micro,49956,37450,78227,38518,81224,28809,59933,38644,105375,91026,35731,88692,47874,32022,76117,31879,78664,22064,45444,38253,96080,84015,29156,67277,39048,27235,55318,30114,63616,22338,45586,31163,82884,76138,27209,66583,33649,26703,54388,25528,61477,16412,38154,30483,80166,65756,22668,49339,D
C1946,micro,394425,109992,507063,356380,325860,565229,279401,425655,266476,359011,345757,318851,373756,106719,395526,339798,291300,436652,219549,421088,205628,289283,329520,304636,295521,82893,429375,257661,272778,409507,215795,307944,192767,298119,271073,265375,301242,79053,288038,267282,238071,361211,158551,302934,158510,203063,246412,222269,D
C1947,small,68928,758625,629581,363348,635664,658446,543314,775134,886183,500543,581762,366413,54740,623023,566780,311632,481386,586547,512018,706239,801853,433561,576784,330192,52483,624391,476096,294176,481887,508253,452053,625549,678200,392849,438508,306903,44777,476502,458834,244025,383666,428692,407851,520254,587276,328043,474247,236772,D
C1948,micro,218554,258305,165548,63836,77719,343955,299072,208688,218566,98179,104912,248340,207850,202601,146182,52834,60400,298615,232615,168070,187805,88813,79799,202202,168909,189553,122250,50287,59531,254687,223231,166900,165189,79605,88113,198070,149412,153395,122832,39889,51298,236390,184138,137139,147799,62390,60382,167904,D
C1949,medium,762793,2304434,1875926,1586895,1909913,1865945,2894608,743334,2458580,1761580,1145893,1796683,575953,1931530,1468542,1299967,1669764,1549370,2627112,719249,1937220,1726413,874160,1768434,570564,1685856,1565749,1227219,1441284,1547593,2038753,571953,2083302,1302316,823439,1306663,440927,1484569,1115060,1071985,1291197,1251637,1840192,601557,1369443,1365430,665175,1430943,D
C1950,micro,188938,77052,145256,93160,136029,214467,315419,243614,136096,264273,111829,204793,180400,59145,123979,71640,107078,189470,242454,243315,118395,199599,106611,159213,136902,64070,115126,72295,99801,164174,230485,179792,107907,198073,85563,144911,133878,47704,94980,57707,75035,144352,183959,175727,91019,146586,85091,115543,D
